Customer ID,Gender,Age,Married,Number of Dependents,City,Zip Code,Latitude,Longitude,Number of Referrals,Tenure in Months,Offer,Phone Service,Internet Service,Internet Type,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Customer Status,Age Group,Has Dependents,Total Charges Per Month
0125-LZQXK,Male,42,No,0,Big Oak Flat,95305,37.818589,-120.256995,0,15,Offer D,Yes,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,1.2098759778293857,-0.3205474824151804,-0.24829533787400415,-0.2732809709900021,-0.0712201565864564,2242.75,Churned,35-44,0,2344.1
0128-MKWSG,Female,51,No,2,Stevenson Ranch,91381,34.364153,-118.615583,0,26,No Offer,No,Yes,DSL,Yes,No,No,Yes,No,Yes,Yes,Yes,Month-to-Month,No,Credit Card,-0.5703021122208355,-0.5001195967960195,-0.24829533787400415,-0.2732809709900021,-0.884769816920624,1147.0,Stayed,45-54,1,1192.8
0129-KPTWJ,Male,39,Yes,0,North Highlands,95660,38.671295,-121.388251,9,72,No Offer,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,0.9951650290744539,1.971109524159214,-0.24829533787400415,-0.2732809709900021,1.940260118581228,9139.19,Stayed,35-44,0,9233.84
0129-QMPDR,Male,64,Yes,0,La Puente,91746,34.038983,-117.991372,1,44,No Offer,Yes,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,One Year,Yes,Bank Withdrawal,-1.381076291847669,-0.6245337942396307,-0.24829533787400415,-0.2732809709900021,0.5391783109813394,2070.65,Stayed,55-64,0,2091.1499999999996
0130-SXOUN,Male,55,No,0,Glenhaven,95443,39.045246,-122.743181,0,66,Offer A,Yes,Yes,Fiber Optic,No,Yes,No,No,No,Yes,Yes,No,Month-to-Month,No,Credit Card,0.8269213751993205,1.631138187324916,4.309689937337086,1.3200285312306808,2.917795311494948,9200.36,Stayed,55-64,0,9289.759999999998
0133-BMFZO,Female,40,No,0,Alhambra,91803,34.074736,-118.145959,0,2,No Offer,Yes,Yes,Fiber Optic,Yes,Yes,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.7259751828742402,-0.9260931577188429,-0.24829533787400415,-0.2732809709900021,-0.7978163819702735,255.27,Churned,35-44,0,341.52
0134-XWXCE,Female,76,No,0,Santa Monica,90403,34.031529,-118.491156,0,44,No Offer,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,0.36064610588823603,0.4358220009616382,2.018043259544947,-0.2732809709900021,-0.48356983343875687,3589.82,Stayed,65+,0,3664.67
0135-NMXAP,Female,57,No,0,Lodi,95240,38.123544,-121.159078,0,12,Offer D,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.8381376187909958,-0.5418631083341136,-0.24829533787400415,-0.2732809709900021,-0.6809572016661756,1224.96,Churned,55-64,0,1314.71
0136-IFMYD,Male,71,Yes,0,Los Angeles,90001,33.973616,-118.24902,1,69,No Offer,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,1.4854751060819855,2.362465976412233,-0.24829533787400415,-0.2732809709900021,0.6155844194700406,8904.54,Stayed,65+,0,9014.49
0137-OCGAB,Female,25,No,0,Fairfield,94533,38.287136,-122.02711,0,1,Offer E,Yes,Yes,Fiber Optic,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,0.5320944007895627,-0.9708593231050973,-0.24829533787400415,-0.2732809709900021,-0.8833170496700272,81.43,Churned,25-34,0,161.63
0137-UDEUO,Female,24,No,0,Stockton,95204,37.974498,-121.319568,0,3,Offer E,Yes,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Month-to-Month,No,Credit Card,-1.4019064585179235,-0.9781181049740363,-0.24829533787400415,-0.2732809709900021,-0.7935289469136343,141.0,Churned,18-24,0,160.85
0139-IVFJG,Female,19,Yes,0,Temecula,92592,33.507255,-117.029473,10,2,No Offer,Yes,Yes,Fiber Optic,Yes,Yes,No,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,0.8573654649481538,-0.9221879771996873,-0.24829533787400415,-0.2732809709900021,-0.8737854791722097,199.8,Joined,18-24,0,290.15000000000003
0141-YEAYS,Female,77,No,0,Fallbrook,92028,33.362575,-117.299644,0,27,No Offer,Yes,Yes,Fiber Optic,No,Yes,Yes,No,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,0.7323844649266263,0.053246689085025604,-0.24829533787400415,-0.2732809709900021,-0.7900564788512324,2481.24,Stayed,65+,0,2567.69
0142-GVYSN,Male,57,No,0,Randsburg,93554,35.405722,-117.773354,0,26,Offer C,Yes,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Month-to-Month,Yes,Bank Withdrawal,-1.387485573900055,-0.7806527623387605,-0.24829533787400415,-0.2732809709900021,-0.47511307448406376,858.09,Stayed,55-64,0,878.3899999999999
0147-ESWWR,Female,73,Yes,0,Atascadero,93422,35.453912,-120.69461,9,39,No Offer,Yes,Yes,Fiber Optic,No,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,1.206671336803193,0.7363664587692055,-0.24829533787400415,-0.2732809709900021,0.043406722820383055,4735.0,Stayed,65+,0,4836.25
0148-DCDOS,Male,41,No,0,Planada,95365,37.329725,-120.306399,0,25,No Offer,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,0.9967673495875503,0.03605948216738527,-0.24829533787400415,-0.2732809709900021,0.14515948594144654,3234.1,Churned,35-44,0,3328.7999999999997
0151-ONTOV,Female,43,No,0,Moorpark,93021,34.312945,-118.858169,0,1,Offer E,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Mailed Check,0.2340627853536122,-0.9749630721252268,-0.24829533787400415,-0.2732809709900021,-0.8377497646878956,110.71,Churned,35-44,0,181.61
0156-FVPTA,Male,48,Yes,0,Solvang,93463,34.624399,-120.137875,1,22,Offer D,Yes,Yes,DSL,Yes,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,-0.30111226602062185,-0.4976043957836819,-0.24829533787400415,-0.2732809709900021,-0.17695326575183776,1751.98,Churned,45-54,0,1806.18
0164-APGRB,Female,56,No,0,Calistoga,94515,38.629618,-122.593216,0,72,Offer A,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,1.64410483687854,2.743033540112331,-0.24829533787400415,-0.2732809709900021,3.2286166364274966,11979.34,Stayed,55-64,0,12094.24
0164-XAIRP,Female,51,No,0,La Mirada,90638,33.902045,-118.008961,0,24,No Offer,Yes,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Two Year,Yes,Bank Withdrawal,-1.4115203815965025,-0.7987666222609461,-0.24829533787400415,-0.2732809709900021,-0.583161162357713,725.56,Stayed,45-54,0,745.11
0168-XZKBB,Female,34,Yes,0,Boron,93516,34.95703,-117.73045,8,19,No Offer,Yes,Yes,Fiber Optic,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.7452030290313981,-0.3159362805592281,-0.24829533787400415,-0.2732809709900021,-0.7088314350922592,1713.36,Stayed,25-34,0,1800.21
0174-QRVVY,Male,21,Yes,2,San Marcos,92078,33.119028,-117.166036,2,71,No Offer,Yes,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Two Year,No,Credit Card,-1.2256512020773076,-0.19099256711301957,-0.24829533787400415,-0.2732809709900021,-0.11326772904275184,2500.75,Stayed,18-24,1,2526.1
0177-PXBAT,Male,78,Yes,0,Desert Center,92239,33.889605,-115.257009,7,33,No Offer,Yes,Yes,Fiber Optic,Yes,No,Yes,Yes,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,1.4838727855688891,0.6240870030517842,-0.24829533787400415,-0.2732809709900021,0.0954937437564121,4524.65,Stayed,65+,0,4634.55
0178-CIIKR,Female,60,No,0,Crows Landing,95313,37.435664,-121.049056,0,3,No Offer,Yes,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Month-to-Month,No,Credit Card,-1.3987018174917307,-0.9806553691531488,-0.24829533787400415,-0.2732809709900021,-0.8752382464228063,66.07,Joined,55-64,0,86.02000000000001
0178-SZBHO,Male,54,Yes,1,Tuolumne,95379,37.939768,-120.188002,7,47,No Offer,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,0.756419272623074,0.7665047445837067,-0.24829533787400415,-0.2732809709900021,-0.8242614703774773,4068.68,Stayed,45-54,1,4155.879999999999
0181-RITDD,Male,42,Yes,3,San Diego,92120,32.807867,-117.060993,2,62,No Offer,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,1.4277915676105113,2.005660443328693,-0.24829533787400415,-0.2732809709900021,-0.755886920672563,6934.77,Stayed,35-44,1,7042.919999999999
0186-CAERR,Male,22,No,0,Auburn,95603,38.912881,-121.082766,0,71,No Offer,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,1.688969811245242,2.660451106873913,-0.24829533787400415,-0.2732809709900021,-0.6432561198458118,8514.03,Stayed,18-24,0,8630.329999999998
0187-QSXOE,Male,71,Yes,0,Fresno,93725,36.623632,-119.741322,8,7,No Offer,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,0.8141028110945482,-0.7390857561348656,-0.24829533787400415,-0.2732809709900021,-0.5377710441134591,899.24,Stayed,65+,0,988.24
0187-WZNAB,Female,56,Yes,2,Del Rey,93616,36.657462,-119.595293,6,27,Offer C,Yes,Yes,Fiber Optic,Yes,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,0.3462252212703678,-0.13592290284289127,-0.24829533787400415,-0.2732809709900021,0.6032181811661805,3232.17,Stayed,55-64,1,3306.5699999999997
0188-GWFLE,Male,33,No,0,Redwood City,94065,37.527497,-122.230941,0,2,No Offer,Yes,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Month-to-Month,No,Credit Card,-1.3954971764655373,-0.991378068205746,-0.24829533787400415,-0.2732809709900021,-0.8804941929798433,37.32,Joined,25-34,0,57.37
0191-EQUUH,Female,32,No,3,Landers,92285,34.341737,-116.539416,0,25,Offer C,No,Yes,Cable,Yes,No,No,Yes,No,No,No,Yes,Two Year,No,Bank Withdrawal,-0.9148010225365849,-0.6336238189508858,-0.24829533787400415,-0.2732809709900021,-0.884769816920624,844.45,Stayed,25-34,1,879.5
0191-ZHSKZ,Male,80,No,0,Hawthorne,90250,33.914775,-118.348083,0,30,No Offer,Yes,Yes,DSL,Yes,Yes,No,No,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,0.3574414648620432,-0.07460936237546863,-0.24829533787400415,-0.2732809709900021,0.48331173297058727,3269.6,Stayed,65+,0,3344.3500000000004
0193-ESZXP,Female,73,Yes,0,Oceano,93445,35.059695,-120.604741,1,58,No Offer,Yes,Yes,Fiber Optic,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,1.3428685804163962,1.7320109858197186,-0.24829533787400415,-0.2732809709900021,0.2756959384096988,7188.02,Churned,65+,0,7293.52
0195-IESCP,Male,26,Yes,0,Armona,93202,36.315979,-119.710852,1,10,Offer D,Yes,Yes,Fiber Optic,No,No,No,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,0.69392877261231,-0.6288361117607345,-0.24829533787400415,3.7099927845617047,-0.8609113628864338,975.5,Churned,25-34,0,1060.75
0196-JTUQI,Female,59,No,0,Clarksburg,95612,38.384648,-121.578701,0,9,No Offer,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,0.37186234947991187,-0.7265538774067274,-0.24829533787400415,-0.2732809709900021,-0.7862296773130752,717.28,Stayed,55-64,0,792.48
0196-VULGZ,Female,78,Yes,0,Irvine,92620,33.716136,-117.752574,1,6,No Offer,Yes,Yes,Fiber Optic,No,No,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.6650870033765727,-0.7966926845841064,-0.24829533787400415,-0.2732809709900021,-0.681311535141931,647.16,Churned,65+,0,731.51
0197-PNKNK,Female,47,Yes,1,Scotts Valley,95066,37.070177,-122.010077,7,69,No Offer,Yes,Yes,Fiber Optic,Yes,No,Yes,No,No,No,No,No,One Year,No,Bank Withdrawal,0.668291644402766,1.5745241013805455,-0.24829533787400415,1.3200285312306808,2.287081724650515,8574.08,Stayed,45-54,1,8658.53
0201-MIBOL,Female,68,No,0,Salida,95368,37.713152,-121.08739,0,66,No Offer,Yes,Yes,Fiber Optic,Yes,No,No,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,1.2435247086044128,1.8495414752295638,-0.24829533787400415,-0.2732809709900021,-0.0701571561591904,7161.55,Stayed,65+,0,7263.95
0201-OAMXR,Female,30,No,0,Mckinleyville,95519,40.965011,-124.015255,0,70,Offer A,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,No,Credit Card,1.6649350035487944,2.5801632429800843,-0.24829533787400415,-0.2732809709900021,-0.040629366512915446,8842.3,Churned,25-34,0,8957.85
0203-HHYIJ,Male,62,No,0,Atherton,94027,37.454924,-122.203168,0,25,Offer C,Yes,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,One Year,No,Bank Withdrawal,-1.227253522590404,-0.7078001856480699,-0.24829533787400415,-0.2732809709900021,-0.7203000285908724,815.6,Churned,55-64,0,840.9
0206-OYVOC,Female,52,Yes,2,Huntington Beach,92649,33.721917,-118.043237,1,46,Offer B,Yes,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Two Year,Yes,Credit Card,-1.4211343046750815,-0.6249088680748038,-0.24829533787400415,-0.2732809709900021,0.43710664773209634,1983.38,Stayed,45-54,1,2002.63
0206-TBWLC,Female,63,Yes,0,Calimesa,92320,33.982787,-117.057627,7,54,Offer B,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,1.6360932343130574,1.663173905482058,-0.24829533787400415,-0.2732809709900021,-0.15767752467074939,6665.1,Stayed,55-64,0,6779.75
0207-MDKNV,Female,54,No,0,Daly City,94014,37.691561,-122.445202,0,15,No Offer,Yes,Yes,Fiber Optic,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,1.3300500163116238,-0.30783909835284307,-0.24829533787400415,-0.2732809709900021,-0.48809349081256614,1918.6,Churned,45-54,0,2023.6999999999998
0208-BPQEJ,Female,48,Yes,1,Middletown,95461,38.787446,-122.58675,0,12,Offer D,Yes,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Month-to-Month,No,Bank Withdrawal,-1.4163273431357921,-0.9188343758499038,-0.24829533787400415,-0.2732809709900021,-0.7678397699213751,297.1,Stayed,45-54,1,316.5
0212-ISBBF,Female,51,No,0,Berkeley,94705,37.858898,-122.240512,0,22,No Offer,No,Yes,Cable,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,-0.4244909455290531,-0.5213664264002397,-0.24829533787400415,-0.2732809709900021,-0.884769816920624,1098.85,Stayed,45-54,0,1149.1999999999998
0214-JHPFW,Female,22,Yes,0,Lost Hills,93249,35.637715,-119.893068,9,70,No Offer,No,Yes,Cable,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,-0.1857451890776734,0.7761463484643343,-0.12048953198940668,-0.2732809709900021,-0.884769816920624,4038.29,Stayed,18-24,0,4096.09
0215-BQKGS,Male,52,No,0,Garden Grove,92844,33.766476,-117.969795,0,30,Offer C,Yes,Yes,Fiber Optic,Yes,Yes,Yes,No,No,No,No,No,Month-to-Month,Yes,Credit Card,0.6634846828634763,0.06981612733296874,-0.24829533787400415,4.9049749112272165,-0.008503131377768373,3310.5,Stayed,45-54,0,3394.8
0218-QNVAS,Male,22,Yes,1,Indio,92203,33.752938,-116.230055,1,71,Offer A,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,1.1842388496198417,2.1327884102856163,1.9016260898282837,-0.2732809709900021,1.4917920494336037,9108.9,Stayed,18-24,1,9209.45
0219-QAERP,Male,33,Yes,0,Oxnard,93033,34.156629,-119.117218,2,30,No Offer,Yes,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,One Year,No,Credit Card,-1.40350877903102,-0.7517941401972028,-0.24829533787400415,-0.2732809709900021,-0.5371686772046751,870.95,Stayed,25-34,0,890.75
0219-YTZUE,Male,26,Yes,0,San Diego,92122,32.85723,-117.209774,5,4,Offer E,Yes,Yes,Fiber Optic,No,Yes,Yes,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,0.6795078879944414,-0.8421428081403821,-0.24829533787400415,-0.2732809709900021,-0.748847495620891,486.98,Churned,25-34,0,571.78
0220-EBGCE,Male,58,No,0,Escondido,92027,33.141265,-116.967221,0,2,Offer E,Yes,Yes,Fiber Optic,No,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,0.713156618769468,-0.9324252865832366,-0.24829533787400415,-0.2732809709900021,-0.8513679812727577,195.58,Churned,55-64,0,281.43
0221-NAUXK,Male,22,No,1,Moreno Valley,92553,33.923149,-117.244933,0,10,No Offer,Yes,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,One Year,Yes,Bank Withdrawal,-1.3987018174917307,-0.9093913404702504,-0.24829533787400415,-0.2732809709900021,-0.7919344462727355,298.1,Stayed,18-24,1,318.04999999999995
0221-WMXNQ,Male,66,No,0,Chino,91710,33.990646,-117.663025,0,4,Offer E,Yes,Yes,Fiber Optic,Yes,No,No,No,No,No,No,Yes,One Year,No,Bank Withdrawal,0.37666931101920115,-0.8856072466869177,-0.24829533787400415,-0.2732809709900021,-0.7127999700207186,419.0,Stayed,65+,0,494.35
0222-CNVPT,Male,69,No,0,Sacramento,95820,38.53508,-121.444144,0,52,Offer B,No,Yes,DSL,Yes,No,No,No,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,-0.474162881435045,0.12120124275169035,-0.24829533787400415,-0.2732809709900021,-0.884769816920624,2555.05,Stayed,65+,0,2603.8500000000004
0224-HJAPT,Male,25,No,0,San Diego,92117,32.825086,-117.199424,0,5,No Offer,Yes,Yes,Cable,No,No,No,No,No,No,Yes,Yes,Month-to-Month,No,Bank Withdrawal,-0.5270394583672298,-0.9077807292956833,-0.24829533787400415,-0.2732809709900021,-0.7547884868977216,333.2,Churned,25-34,0,380.35
0224-NIJLP,Male,30,Yes,3,Turlock,95380,37.474396,-120.875917,1,8,Offer E,Yes,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Two Year,No,Credit Card,-1.3922925354393445,-0.9332195605871328,-0.24829533787400415,-0.2732809709900021,-0.857651494909485,188.46,Stayed,25-34,1,208.61
0224-RLWWD,Female,73,No,0,Calexico,92231,32.690654,-115.431225,0,2,Offer E,Yes,Yes,Cable,No,No,No,No,No,No,No,Yes,One Year,Yes,Bank Withdrawal,-0.6183717276137308,-0.9668438267520668,-0.24829533787400415,-0.2732809709900021,-0.8282890608852291,137.12,Joined,65+,0,181.42
0225-ZORZP,Male,46,No,0,Groveland,95321,37.902968,-119.667544,0,3,Offer E,Yes,Yes,Fiber Optic,No,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,0.6634846828634763,-0.9025296956032592,-0.24829533787400415,-0.2732809709900021,-0.8361552640469969,276.21,Joined,45-54,0,360.51
0228-MAUWC,Male,40,No,0,Los Gatos,95033,37.160194,-121.945611,0,19,Offer D,Yes,Yes,DSL,No,No,Yes,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,-0.1296639711192956,-0.5011786288012143,-0.24829533787400415,-0.2732809709900021,-0.6188425433662718,1369.75,Stayed,35-44,0,1429.3
0229-LFJAF,Male,53,No,0,Clovis,93611,36.917652,-119.593757,0,72,Offer A,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,No,Yes,Two Year,No,Bank Withdrawal,0.19400477252619946,1.1595821238451676,-0.24829533787400415,-0.2732809709900021,-0.5735232918171689,5171.77,Stayed,45-54,0,5241.42
0230-UBYPQ,Male,76,Yes,0,Hyampom,96046,40.648024,-123.465088,2,63,Offer B,No,Yes,DSL,Yes,No,No,Yes,No,No,No,Yes,One Year,No,Bank Withdrawal,-0.8811522917615581,0.008171639363922935,-0.24829533787400415,-0.2732809709900021,-0.884769816920624,2298.9,Stayed,65+,0,2335.0
0230-WEQUW,Male,38,Yes,0,Woodland Hills,91364,34.153733,-118.593408,1,66,No Offer,No,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal,-0.22420088139198946,0.6657863882563285,-0.24829533787400415,-0.2732809709900021,-0.884769816920624,3789.2,Stayed,35-44,0,3845.7999999999997
0231-LXVAP,Male,23,No,0,Temecula,92592,33.507255,-117.029473,0,1,No Offer,Yes,Yes,Fiber Optic,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.3942948366632631,-0.9727567554477378,-0.24829533787400415,-0.2732809709900021,-0.8321394846551033,120.46,Churned,18-24,0,196.36
0233-FTHAV,Female,24,No,0,Livingston,95334,37.361987,-120.748394,0,60,No Offer,Yes,Yes,Fiber Optic,No,No,Yes,No,No,No,No,Yes,One Year,Yes,Bank Withdrawal,0.5000479905276326,1.0963711510351044,-0.24829533787400415,-0.2732809709900021,0.19878195193908182,5682.4,Stayed,18-24,0,5761.599999999999
0234-TEVTT,Female,43,Yes,3,Tulare,93274,36.185471,-119.375243,3,48,No Offer,No,Yes,DSL,Yes,No,Yes,No,No,Yes,Yes,Yes,One Year,No,Credit Card,-0.5959392404303796,-0.037101978858153674,-0.24829533787400415,-0.2732809709900021,-0.884769816920624,2196.3,Stayed,35-44,1,2241.3
0235-KGSLC,Female,45,No,0,Buellton,93427,34.631362,-120.238218,0,1,Offer E,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,0.703542695690889,-0.9684985642601837,-0.24829533787400415,-0.2732809709900021,-0.8453915566483516,118.89,Churned,45-54,0,204.44
0236-HFWSV,Male,49,No,0,Palmdale,93552,34.557711,-118.029441,0,15,No Offer,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,0.9535046957339443,-0.3687775649850924,-0.24829533787400415,-0.2732809709900021,-0.01789296848528373,2178.6,Churned,45-54,0,2271.95
0237-YFUTL,Female,62,Yes,0,Midway City,92655,33.744439,-117.98588,4,50,Offer B,Yes,Yes,Fiber Optic,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,1.4758611830034065,1.3791326964221093,-0.24829533787400415,-0.2732809709900021,1.1567815592228265,7134.3,Stayed,55-64,0,7243.95
0238-WHBIQ,Male,25,Yes,1,Folsom,95630,38.672638,-121.147403,10,72,Offer A,Yes,Yes,Cable,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,0.8365352982778994,1.7910520201093272,-0.24829533787400415,-0.2732809709900021,1.985331336697302,8769.3,Stayed,25-34,1,8859.0
0239-OXEXL,Female,37,No,0,Oakland,94619,37.787186,-122.14633,0,46,No Offer,Yes,Yes,Fiber Optic,Yes,Yes,No,No,No,No,No,No,Month-to-Month,No,Credit Card,0.6618823623503799,0.6915561670494015,-0.24829533787400415,3.7099927845617047,1.4661383057889201,5938.02,Stayed,35-44,0,6022.27
0244-LGNFY,Female,35,Yes,1,San Anselmo,94960,37.99272,-122.575026,4,72,No Offer,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,0.9310722085505936,1.9647773952948202,-0.24829533787400415,-0.2732809709900021,1.6664312085175323,8893.0,Stayed,35-44,1,8985.65
0247-SLUJI,Male,37,Yes,3,Duarte,91010,34.145695,-117.95982,2,1,No Offer,Yes,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Month-to-Month,No,Credit Card,-1.4067134200572131,-0.9975557549027155,-0.24829533787400415,-0.2732809709900021,-0.8442813117576518,53.98,Joined,35-44,1,73.68
0248-IPDFW,Female,19,No,0,Lake Elsinore,92530,33.655421,-117.391751,0,1,No Offer,Yes,Yes,Cable,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,-0.4325025480945356,-0.9841413495035817,-0.24829533787400415,-0.2732809709900021,-0.8503640364247844,79.23,Joined,18-24,0,129.33
0248-PGHBZ,Female,69,No,0,San Clemente,92672,33.429488,-117.609432,0,67,Offer A,Yes,Yes,Fiber Optic,Yes,Yes,No,Yes,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal,0.9246629264982075,1.7034833111797845,-0.24829533787400415,-0.2732809709900021,-0.6813942129529407,6313.04,Stayed,65+,0,6405.49
0253-ZTEOB,Female,44,Yes,1,Los Angeles,90004,34.076259,-118.310715,5,48,No Offer,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,0.5144688751455012,0.7015728447652021,-0.24829533787400415,-0.2732809709900021,-0.3779312132002436,4299.42,Stayed,35-44,1,4379.070000000001
0254-FNMCI,Female,19,No,0,Downey,90241,33.940884,-118.128628,0,72,No Offer,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,1.4838727855688891,2.35803127989048,-0.24829533787400415,-0.2732809709900021,2.6792580156164805,10641.72,Stayed,18-24,0,10751.619999999999
